,X,Y,Z,NX,NY,NZ,C
134,-9.491526,9.382006,-0.0675,0.271668244697,-0.0722650389747,0.95967397014,0.00188595746957
135,-9.391489,9.362047,-0.0875,0.0229346311882,0.00358580613545,-0.999730536038,0.00627497106907
136,-9.191477,9.352037,-0.0975,0.0613789418182,0.0326770688126,0.997579487898,0.0437043156764
137,-9.081492,9.392015,-0.0575,-0.172436704404,0.0163092479712,-0.984885572747,0.0390529772009
138,-8.901499,9.352037,-0.0975,-0.0219460698163,0.0228370952506,-0.999498292695,0.0193903723253
139,-8.801523,9.402025,-0.0475,-0.173014361989,-0.146711368677,0.973931108881,0.00338080549018
140,-8.631479,9.412035,-0.0375,0.124268083455,0.0617012469679,0.990328430147,0.00677985572489
141,-8.451487,9.362047,-0.0875,-0.0112738102183,-0.147793069093,-0.988954048443,0.0246236187123
142,-8.301523,9.412035,-0.0375,0.0905206121775,0.0565095680004,-0.994290041937,0.0114761787962
143,-8.131479,9.412035,-0.0375,-0.17184255624,-0.209078977323,-0.962681731989,0.00977254232206
144,-7.961497,9.402025,-0.0475,-0.186479687739,-0.126839605979,-0.974236644977,0.0545456451987
145,-7.891489,9.332018,-0.1175,-0.553986015826,0.0906529240718,-0.827575701448,0.0104423529204
146,-7.721506,9.402025,-0.0475,0.177682219846,-0.18271027693,-0.966977757477,0.000987200113571
147,-7.541514,9.432054,-0.0175,0.0892746344716,0.0578250738495,0.994327059108,0.0216468045419
148,-7.391489,9.412035,-0.0375,-0.170938261984,-0.0126672592252,-0.985200310157,0.00519215382353
149,-7.251475,9.372057,-0.0775,0.0128938274241,-0.00834653243541,-0.999882035348,0.0114737933075
150,-7.071482,9.412035,-0.0375,0.20781678477,0.05652302699,-0.976533323235,0.0117025840123
151,-6.981516,9.402025,-0.0475,0.313651529842,0.170391654535,0.934124939123,0.0222509289809
152,-6.791514,9.352037,-0.0975,-0.299693770028,-0.0952680522169,-0.949266897365,0.0179911413333
153,-6.62147,9.412035,-0.0375,0.20421829426,0.024097067446,-0.978628744535,0.0125454646082
154,-6.541514,9.422045,-0.0275,0.0776418111397,0.0155555814856,0.996859956587,0.00277335829845
155,-6.37147,9.402025,-0.0475,-0.115258382279,-0.126979718568,-0.985186102412,0.00411931992414
156,-6.221506,9.392015,-0.0575,0.106018585991,0.00879907152934,0.994325216297,0.000301034310727
157,-6.011484,9.442003,-0.0075,-0.353684569651,0.0390305070324,0.934550076086,0.107128765903
158,-5.971506,9.342028,-0.1075,0.749339717788,0.0855952706796,-0.656630365565,0.0825920636961
159,-5.761484,9.362047,-0.0875,0.256788452125,-0.142004708909,-0.955978218111,0.0795165554274
160,-5.661509,9.482042,0.0325,0.550189738934,-0.195622436067,-0.811802385855,0.0667096413007
161,-5.481516,9.352037,-0.0975,0.334974605902,0.0142133559686,-0.94211994667,0.0110107409607
162,-5.301523,9.392015,-0.0575,0.152762657746,-0.180918598102,-0.97156164563,0.00188680233783
163,-5.12147,9.412035,-0.0375,0.264434434622,-0.220817260436,-0.938783344164,0.0208006864298
164,-4.991526,9.462023,0.0125,0.0716603196747,-0.0336749782466,0.996860468884,0.0287943462149
165,-4.881479,9.412035,-0.0375,-0.235788905035,-0.000279675308955,-0.971804257062,0.00754247755194
166,-4.651499,9.422045,-0.0275,0.0642044819855,-0.152800770207,0.986169209171,0.0145553183045
167,-4.561472,9.352037,-0.0975,-0.174901477305,0.212770017671,-0.961321170482,0.0106165904994
168,-4.421519,9.362047,-0.0875,-0.230426193593,0.134763699761,0.963712879717,0.0457846416952
169,-4.251475,9.432054,-0.0175,-0.214625143292,0.228255501521,0.949650185011,0.0370619273664
170,-4.111521,9.412035,-0.0375,-0.0975255476506,-0.258642692269,-0.961037317325,0.00243992513307
171,-3.951487,9.412035,-0.0375,0.117522457674,-0.0555190326405,-0.991517074466,0.0271001852883
172,-3.861521,9.442003,-0.0075,0.054949891753,0.0850318250267,0.994861848765,0.0382886266923
173,-3.62147,9.382006,-0.0675,0.0960105188119,0.0152290498479,-0.995263812423,0.00047899293091
174,-3.521494,9.392015,-0.0575,0.0652937035318,-0.0161407101148,0.997735540991,0.00509315930207
175,-3.311472,9.392015,-0.0575,0.0787666934621,0.137440790839,0.987373200474,0.00167260204612
176,-3.151499,9.382006,-0.0675,0.568781733115,-0.359693737148,-0.739667327608,0.0180134960439
177,-3.051523,9.442003,-0.0075,0.0114005385002,0.340369367497,0.940222697765,0.0653153156259
178,-2.891489,9.382006,-0.0675,-0.500152375159,0.0062035300661,0.865915190903,0.00495680175967
179,-2.751475,9.442003,-0.0075,0.0715724580669,0.0060745598455,0.997416905295,0.0552752933098
180,-2.661509,9.362047,-0.0875,-0.156940156583,-0.0148442398801,-0.987496549763,0.033808205797
181,-2.451487,9.452013,0.0025,0.065175545777,-0.00487771083958,0.997861892333,0.03421931875
182,-2.281504,9.392015,-0.0575,-0.260554160294,-0.064090301213,-0.963329623153,0.0022500611205
183,-2.131479,9.372057,-0.0775,0.102522552696,0.129667827938,-0.986243063644,0.0105531645107
184,-2.011484,9.412035,-0.0375,-0.0363787087774,0.0666339843845,-0.997114086588,0.0138132884924
185,-1.821482,9.372057,-0.0775,0.0205026547852,0.0897403743223,-0.995754139516,0.00955442744366
186,-1.651499,9.412035,-0.0375,0.249510818612,0.0837644387287,-0.964742385407,0.00173227995709
187,-1.551523,9.452013,0.0025,-0.130731675822,-0.0384754534994,0.990670918325,0.00679946834497
188,-1.381479,9.352037,-0.0975,0.0355268849918,-0.173470928906,-0.984197986823,0.0306835384503
189,-1.201487,9.412035,-0.0375,-0.140127626999,0.00940139254802,-0.990088815193,0.0184865969827
190,-1.071482,9.362047,-0.0875,-0.217714873976,-0.458513432683,-0.861606444787,0.0186101295341
191,-0.931467,9.352037,-0.0975,0.185764732688,-0.0287480703349,-0.982173616293,0.0423484973632
192,-0.841501,9.422045,-0.0275,0.135580530194,-0.110782352617,-0.984553294739,0.0389526305212
193,-0.661509,9.402025,-0.0475,0.0246044119027,-0.152653551084,-0.987973439044,0.00607147737235
194,-0.491526,9.422045,-0.0275,-0.0268494471306,-0.0741156661594,-0.996888145791,0.0281877646992
195,-0.331492,9.422045,-0.0275,0.213395342958,0.291344843616,0.932513061411,0.0182476385683
196,-0.201487,9.362047,-0.0875,-0.374954747489,-0.487131275975,-0.788740804893,0.0238556869183
197,-0.041514,9.402025,-0.0475,-0.257623113479,0.124593923893,0.958178837968,0.000641195381735
198,0.048513,9.422045,-0.0275,-0.100675664431,0.016032653064,0.994790110841,0.00439862596229
199,-9.62147,9.222032,-0.0775,-0.243031933953,-0.0209405117746,-0.969792232412,0.0215964784558
200,-9.541514,9.232042,-0.0675,-0.243031933953,-0.0209405117746,-0.969792232412,0.0215964784558
201,-9.351511,9.242052,-0.0575,0.181837290261,-0.257012618879,-0.949146834588,0.00481901891888
202,-9.221506,9.28203,-0.0175,0.0613789418182,0.0326770688126,0.997579487898,0.0437043156764
203,-9.081492,9.222032,-0.0775,-0.0613301133638,0.0435816311732,-0.997165612433,0.018060902712
204,-8.921519,9.252001,-0.0475,0.00684769210045,0.222157341996,0.97498678171,0.00908970180544
205,-8.751475,9.222032,-0.0775,0.00126997705718,-0.191508350302,-0.981490162418,0.027307256125
206,-8.651499,9.26201,-0.0375,-0.235434428687,0.091773381141,0.967547557644,0.0278238763657
207,-8.471506,9.27202,-0.0275,0.145140432081,0.0684800269337,0.987038368498,0.0152646887855
208,-8.241526,9.212023,-0.0875,0.322777239341,0.14580229369,-0.935177279941,0.00979839588753
209,-8.141489,9.28203,-0.0175,-0.162513604694,-0.0121407946152,0.986631607742,0.0243999974237
210,-7.981516,9.26201,-0.0375,-0.327908002762,-0.000391034822713,-0.944709579086,0.0245989386065
211,-7.911509,9.222032,-0.0775,-0.151181900239,0.255571270381,0.954896517323,0.05133173027
212,-7.741526,9.28203,-0.0175,0.374467330938,-0.242973157841,-0.894839797187,0.00636823492391
213,-7.551523,9.202013,-0.0975,0.00742720886059,0.769903935331,0.638116577853,0.020133721884
214,-7.381479,9.232042,-0.0675,-0.212817928038,0.684999394455,0.696767076649,0.00280703740401
215,-7.251475,9.252001,-0.0475,0.0407330407776,0.105303283768,0.99360557457,0.006730798961
216,-7.111521,9.222032,-0.0775,-0.1076370558,0.0851176813869,-0.990539875287,0.00622177116933
217,-6.941477,9.30205,0.0025,0.0995708534569,-0.13768864895,0.985458005748,0.0561572100283
218,-6.731516,9.242052,-0.0575,0.382429145026,-0.0831927451442,-0.920231990419,0.00794772734581
219,-6.691477,9.232042,-0.0675,0.382429145026,-0.0831927451442,-0.920231990419,0.00794772734581
220,-6.491526,9.26201,-0.0375,0.0901165845035,0.136421195529,0.986543591844,0.0105378634781
221,-6.321482,9.252001,-0.0475,0.258978948989,0.122205102485,0.958120982396,0.00873418219647
222,-6.171519,9.232042,-0.0675,-0.041507185186,-0.022294664351,-0.998889434081,0.00169972069899
223,-6.031504,9.242052,-0.0575,0.158297926685,-0.120168709052,-0.980051655665,0.0546525139943
224,-5.921519,9.29204,-0.0075,0.269013128123,0.20404080277,-0.941275351692,0.0688039870035
225,-5.751475,9.311998,0.0125,-0.140984341807,0.380259781826,-0.914071065996,0.0587686098334
226,-5.601511,9.202013,-0.0975,0.319712108119,-0.19741117062,0.92672163978,0.00815247793088
227,-5.431467,9.182054,-0.1175,0.223935089675,0.0565601340449,-0.972961472438,0.0309317306607
228,-5.341501,9.252001,-0.0475,0.369243210645,-0.0214282782977,-0.929085722784,0.0149668918807
229,-5.151499,9.27202,-0.0275,0.113869687858,0.0827729703151,0.990041579719,0.0413018668664
230,-4.991526,9.222032,-0.0775,-0.0660778127153,-0.296664278093,-0.952693040161,0.0381771760363
231,-4.87147,9.27202,-0.0275,0.0106175515325,-0.113635660333,-0.993465753964,0.0458359817292
232,-4.641489,9.212023,-0.0875,-0.123924463855,-0.159077804608,-0.97945749236,0.0106337390428
233,-4.521494,9.192003,-0.1075,0.0319076100634,-0.150523121043,-0.988091440329,0.0113778084517
234,-4.411509,9.30205,0.0025,-0.284419466658,-0.0876555512903,0.954684278342,0.058004475648
235,-4.271494,9.26201,-0.0375,-0.233750217447,0.0980522353763,-0.96733995833,0.000445385868545
236,-4.111521,9.222032,-0.0775,-0.0304261140466,0.0780082831089,-0.996488313705,0.00735022601806
237,-3.961497,9.252001,-0.0475,-0.0513894944598,-0.16739870372,0.9845490307,0.00191916659217
238,-3.801523,9.242052,-0.0575,0.0172056957483,-0.00753697270288,0.999823563473,0.0040502708623
239,-3.661509,9.232042,-0.0675,0.000905664639445,-0.0693793941042,-0.997589935517,0.00121446012555
240,-3.541514,9.242052,-0.0575,0.152855383671,-0.0919400562987,-0.983962528621,0.00267815614916
241,-3.37147,9.192003,-0.1075,-0.048657582209,-0.180577123815,-0.982356524918,0.0278918742491
242,-3.211497,9.242052,-0.0575,-0.141070304195,-0.0158532979885,0.989872639392,0.00513409503874
243,-3.081492,9.232042,-0.0675,0.134467323592,-0.0246643321621,-0.990611028409,0.00825798545119
244,-2.881479,9.212023,-0.0875,-0.0936336301161,0.100301913879,-0.990541402155,0.0348736853809
245,-2.791514,9.27202,-0.0275,0.0375819341333,-0.213220986169,0.976280906955,0.0540322704747
246,-2.591501,9.27202,-0.0275,0.118020424224,0.0122097161503,0.99293610182,0.0269145435712
247,-2.501475,9.232042,-0.0675,-0.223574748408,-0.065707386957,0.972469470561,0.0224263736008
248,-2.281504,9.26201,-0.0375,-0.249620340204,-0.039407083019,-0.96754161025,0.00351676642758
249,-2.141489,9.212023,-0.0875,-0.0660876200082,-0.0358791427883,-0.997168548238,0.0207901481878
250,-2.031504,9.252001,-0.0475,-0.284480587426,-0.0607814155661,0.956753058474,0.000471193111218
251,-1.861521,9.232042,-0.0675,0.0997649878644,-0.172640743229,-0.979919446166,0.000774338584838
252,-1.701487,9.252001,-0.0475,0.166391755475,-0.00229367307182,-0.986057058579,0.00167141180685
253,-1.491526,9.27202,-0.0275,-0.148008547997,0.175920696497,-0.973213942699,0.0379788779951
254,-1.441477,9.26201,-0.0375,-0.200173385764,-0.0559655555815,-0.978160759906,0.0366419197835
255,-1.231516,9.252001,-0.0475,-0.236674727101,0.0479750537201,0.970403765333,0.00298640994774
256,-1.101511,9.27202,-0.0275,0.000226136746377,-0.150492360352,-0.988611146173,0.0277961378789
257,-0.941477,9.27202,-0.0275,0.0918655296938,0.570444873098,0.816182192412,0.00200436744178
258,-0.801523,9.252001,-0.0475,0.0956139450667,0.180928113828,0.978837571375,0.0203600251742
259,-0.641489,9.222032,-0.0775,-0.00905217299703,-0.218721481947,-0.97574534152,0.0117393723659
260,-0.541514,9.252001,-0.0475,-0.171647708007,-0.00486570721579,0.985146379595,0.00913246123083
261,-0.391489,9.26201,-0.0375,-0.0114764792749,-0.0250104009526,0.999621313432,0.00347392161914
262,-0.171519,9.30205,0.0025,-0.0893629882192,-0.230304616107,-0.969006728633,0.049990128495
263,-0.091501,9.26201,-0.0375,0.0133873824982,0.0136527807656,0.999817173071,0.0500970857561
264,0.158499,9.26201,-0.0375,0.056637256518,-0.0923239977968,-0.994116945135,0.00715117908919
265,-9.671519,9.142015,-0.0075,-0.267927110164,-0.118569059461,-0.956115286865,0.0150659105681
266,-9.511484,9.082018,-0.0675,-0.0121124853553,-0.257454321948,-0.966214551644,0.0434466642462
267,-9.361521,9.132006,-0.0175,0.113811928039,-0.182263417886,-0.976640615343,0.0198212872725
268,-9.191477,9.102037,-0.0475,-0.0729951441947,-0.346679170662,-0.935139166944,0.00496411846994
269,-9.021494,9.112047,-0.0375,-0.0606992727407,0.0446097945826,-0.997158745896,0.0184398781989
270,-8.891489,9.061998,-0.0875,0.076359128786,-0.0129268200094,-0.996996580122,0.0363157887622
271,-8.731516,9.142015,-0.0075,-0.200794699913,0.134475460328,0.970359644182,0.0281170094187
272,-8.651499,9.112047,-0.0375,-0.162846983414,-0.0410003695149,-0.985799081808,0.00273094380787
273,-8.501475,9.102037,-0.0475,-0.00707454744896,0.00118459818666,-0.999974273422,0.00297179369522
274,-8.261484,9.072008,-0.0775,-0.0907272302561,-0.000158211619662,0.995875767683,0.0327858066293
275,-8.131479,9.122057,-0.0275,0.16646164814,0.17511204908,-0.970374304053,0.0308222320859
276,-8.031504,9.082018,-0.0675,-0.211675715984,0.0682582149235,-0.974953438559,0.00542772741811
